This file contains a list of stations that provided input data to the PRISM run that produced the grid associated with this stn.csv file.
Station,Name,Longitude,Latitude,Elevation(m),Network,station_id
"53907","ARLINGTON MU",-97.0939,32.6636,192,"WBAN","98110"
"53908","TULSA R L JO",-95.9844,36.0394,194,"WBAN","98111"
"53909","FORT WORTH A",-97.3181,32.9733,209,"WBAN","98112"
"53910","HOUSTON HOOK",-95.5561,30.0675,46,"WBAN","98113"
"53911","TERRELL MUNI",-96.2672,32.7100,145,"WBAN","98114"
"53912","CORSICANA CA",-96.3989,32.0311,137,"WBAN","98115"
"53913","GUTHRIE MUNI",-97.4156,35.8503,327,"WBAN","98116"
"53914","MCKINNEY MUN",-96.5903,33.1803,177,"WBAN","98117"
"53915","NEW IBERIA A",-91.8839,30.0375,7,"WBAN","98118"
"53916","CHILLICOTHE",-93.5792,39.8233,234,"WBAN","98119"
"53917","NEW ORLEANS",-90.0281,30.0425,3,"WBAN","98120"
"53918","MOUNTAIN HOM",-92.4703,36.3689,283,"WBAN","98121"
"53919","MONTICELLO M",-91.7556,33.6361,88,"WBAN","98122"
"53920","RUSSELLVILLE",-93.0947,35.2578,123,"WBAN","98123"
"53921","MOUNT IDA",-93.5781,34.5467,214,"WBAN","98124"
"53922","FAYETTEVILLE",-94.3000,36.2833,392,"WBAN","98125"
"53925","DE QUEEN SEV",-94.3994,34.0469,105,"WBAN","98126"
"54704","NORWOOD MEMO",-71.1736,42.1908,15,"WBAN","98136"
"54728","WHITEFIELD M",-71.5450,44.3675,327,"WBAN","98159"
"54733","BEVERLY MUNI",-70.9175,42.5842,33,"WBAN","98163"
"54734","DANBURY MUNI",-73.4828,41.3714,139,"WBAN","98164"
"54737","LANCASTER AI",-76.2944,40.1203,123,"WBAN","98167"
"54740","SPRINGFIELD",-72.5178,43.3436,176,"WBAN","98170"
"54742","SAINT JOHNSB",-72.0194,44.4194,213,"WBAN","98171"
"54743","CALDWELL ESS",-74.2831,40.8764,53,"WBAN","98172"
"54756","ORANGE MUNIC",-72.2911,42.5700,169,"WBAN","98184"
"54767","WILLIMANTIC",-72.1836,41.7419,75,"WBAN","98188"
"54768","NORTH ADAMS",-73.1708,42.6958,199,"WBAN","98189"
"54769","PLYMOUTH MUN",-70.7294,41.9097,45,"WBAN","98190"
"54771","MORRISVILLE",-72.6144,44.5344,223,"WBAN","98192"
"54772","FRYEBURG EAS",-70.9475,43.9906,136,"WBAN","98193"
"54773","FULTON OSWEG",-76.3847,43.3497,145,"WBAN","98194"
"54777","TAUNTON MUNI",-71.0211,41.8756,13,"WBAN","98195"
"54779","ANDOVER AERO",-74.7367,41.0089,178,"WBAN","98197"
"54780","MONTAUK AIRP",-71.9233,41.0731,2,"WBAN","98198"
"54781","BENNINGTON M",-73.2469,42.8914,252,"WBAN","98199"
"54782","POTTSTOWN LI",-75.5572,40.2383,89,"WBAN","98200"
"54785","SOMERVILLE S",-74.6694,40.6239,32,"WBAN","98202"
"54786","DOYLESTOWN A",-75.1225,40.3300,120,"WBAN","98203"
"54787","FARMINGDALE",-73.4169,40.7342,25,"WBAN","98204"
"54788","MERIDEN MARK",-72.8278,41.5097,31,"WBAN","98205"
"54790","SHIRLEY BROO",-72.8689,40.8217,25,"WBAN","98207"
"54791","ROCHESTER SK",-70.9222,43.2781,98,"WBAN","98208"
"54792","CLEARFIELD L",-78.4117,41.0467,462,"WBAN","98209"
"54793","SUSSEX AP",-74.6231,41.2003,128,"WBAN","98210"
"92805","POMPANO BEAC",-80.1083,26.2500,6,"WBAN","98438"
"92806","ST PETERSBUR",-82.6272,27.7631,2,"WBAN","98439"
"92809","HOLLYWOOD NO",-80.2411,25.9989,3,"WBAN","98441"
"92811","MIAMI BEACH",-80.1300,25.7803,2,"WBAN","98442"
"93002","DENVER WSO C",-104.9833,39.7500,1623,"WBAN","98445"
"93005","DURANGO LA P",-107.7597,37.1431,2030,"WBAN","98448"
"93009","LEADVILLE LA",-106.3169,39.2292,3029,"WBAN","98452"
"93013","MONTROSE REG",-107.8975,38.5050,1755,"WBAN","98456"
"93026","DOUGLAS BISB",-109.6061,31.4583,1251,"WBAN","98469"
"93027","ST JOHNS IND",-109.3792,34.5183,1747,"WBAN","98470"
"93033","CARLSBAD CAV",-104.2633,32.3375,985,"WBAN","98476"
"93037","COLORADO SPR",-104.6883,38.8100,1884,"WBAN","98480"
"93044","ZUNI",-108.8389,35.0706,1924,"WBAN","98487"
"93057","GRANTS MILAN",-107.8992,35.1664,1987,"WBAN","98500"
"93058","PUEBLO MEMOR",-104.4983,38.2900,1439,"WBAN","98501"
"93063","SILVER CITY",-108.1667,32.6333,1639,"WBAN","98506"
"93067","DENVER CENTE",-104.8489,39.5703,1793,"WBAN","98510"
"93069","CORTEZ MONTE",-108.6275,37.3031,1803,"WBAN","98512"
"93073","ASPEN PITKIN",-106.8683,39.2231,2353,"WBAN","98515"
"93075","MOAB CANYONL",-109.7542,38.7550,1390,"WBAN","98517"
"93084","SAFFORD MUNI",-109.6353,32.8547,968,"WBAN","98525"
"93101","EL TORO MCAS",-117.7333,33.6667,116,"WBAN","98540"
"93102","FALLON NAAS",-118.7167,39.4167,1199,"WBAN","98541"
"93104","CHINA LAKE N",-117.6931,35.6875,680,"WBAN","98543"
"93105","LITCHFIELD P",-112.3667,33.4333,292,"WBAN","98544"
"93106","LOS ALAMITOS",-118.0500,33.7833,11,"WBAN","98545"
"93112","SAN DIEGO NO",-117.2146,32.6978,15,"WBAN","98551"
"93114","TUSTIN MCAF",-117.8333,33.7000,18,"WBAN","98553"
"93115","IMPERIAL BEA",-117.1167,32.5667,6,"WBAN","98554"
"93116","SAN NICHOLAS",-119.4667,33.2373,173,"WBAN","98555"
"93117","SAN CLEMENTE",-118.5881,33.0233,55,"WBAN","98556"
"93121","TWENTYNINE P",-116.0500,34.2167,538,"WBAN","98560"
"93129","CEDAR CITY M",-113.0944,37.7086,1703,"WBAN","98568"
"93140","PHOENIX CITY",-112.0825,33.4489,335,"WBAN","98578"
"93141","PRICE CARBON",-110.7547,39.6092,1805,"WBAN","98579"
"93145","YUMA WB CITY",-114.6167,32.7333,73,"WBAN","98583"
"93167","KINGMAN AIRP",-113.9331,35.2578,1042,"WBAN","98605"
"93184","SANTA ANA JO",-117.8664,33.6800,16,"WBAN","98622"
"93193","FRESNO YOSEM",-119.7194,36.7800,101,"WBAN","98631"
"93197","SANTA MONICA",-118.4514,34.0158,53,"WBAN","98635"
"93205","MARYSVILLE Y",-121.5697,39.0978,19,"WBAN","98642"
"93206","SAN LUIS OBI",-120.6414,35.2372,61,"WBAN","98643"
"93209","PASO ROBLES",-120.6283,35.6697,247,"WBAN","98646"
"93210","OROVILLE MUN",-121.6183,39.4900,58,"WBAN","98647"
"93214","VANDENBERG A",-120.5667,34.7167,116,"WBAN","98651"
"93215","POINT ARGUEL",-120.5833,34.6667,112,"WBAN","98652"
"93216","BEALE AFB",-121.4333,39.1333,38,"WBAN","98653"
"93217","FRITZSCHE AA",-121.7667,36.6833,43,"WBAN","98654"
"93218","JOLON HUNTER",-121.2333,36.0000,317,"WBAN","98655"
"93225","SACRAMENTO M",-121.5897,38.6956,7,"WBAN","98662"
"93227","NAPA COUNTY",-122.2847,38.2103,4,"WBAN","98664"
"93228","HAYWARD AIR",-122.1150,37.6542,13,"WBAN","98665"
"93230","SOUTH LAKE T",-119.9947,38.8983,1925,"WBAN","98666"
"93241","VACAVILLE NU",-121.9614,38.3769,34,"WBAN","98670"
"93242","MADERA MUNIC",-120.1106,36.9878,77,"WBAN","98671"
"93706","HAGERSTOWN W",-77.7297,39.7078,213,"WBAN","98678"
"93718","NORTH MYRTLE",-78.7206,33.8156,10,"WBAN","98690"
"93719","NEW BERN CRA",-77.0500,35.0667,5,"WBAN","98691"
"93720","SALISBURY WI",-75.5103,38.3406,15,"WBAN","98692"
"93721","BALTIMORE BL",-76.6833,39.1667,48,"WBAN","98693"
"93725","WASHNGTN DC",-77.0500,38.9000,22,"WBAN","98697"
"93727","NEW RIVER MC",-77.3833,34.7000,5,"WBAN","98699"
"93728","DAVISON AAF",-77.1833,38.7167,27,"WBAN","98700"
"93729","HATTERAS BIL",-75.6225,35.2322,3,"WBAN","98701"
"93730","ATLANTIC CIT",-74.5672,39.4494,18,"WBAN","98702"
"93735","FORT EUSTIS",-76.6000,37.1333,7,"WBAN","98707"
"93736","CHARLOTTESVI",-78.4531,38.1386,195,"WBAN","98708"
"93737","FORT BRAGG S",-78.9333,35.1333,93,"WBAN","98709"
"93738","WASHINGTON D",-77.4836,38.9408,88,"WBAN","98710"
"93739","WALLOPS ISLA",-75.4631,37.9406,12,"WBAN","98711"
"93740","FAYETTEVILLE",-78.8803,34.9914,57,"WBAN","98712"
"93741","NEWPORT NEWS",-76.4931,37.1319,13,"WBAN","98713"
"93759","ROCKY MOUNT",-77.8931,35.8550,49,"WBAN","98730"
"93765","BEAUFORT SMI",-76.6606,34.7336,3,"WBAN","98736"
"93775","RICHMOND ASH",-77.4344,37.7081,62,"WBAN","98741"
"93778","YORK AIRPORT",-76.8742,39.9181,148,"WBAN","98742"
"93780","MOUNT HOLLY",-74.8417,39.9492,16,"WBAN","98743"
"93782","MAXTON LAURI",-79.3661,34.7917,67,"WBAN","98745"
"93783","BURLINGTON A",-79.4769,36.0467,188,"WBAN","98746"
"93785","CHAPEL HILL",-79.0642,35.9333,156,"WBAN","98748"
"93786","OCEAN CITY M",-75.1239,38.3083,4,"WBAN","98749"
"93801","ROME R B RUS",-85.1611,34.3478,195,"WBAN","98758"
"93804","SPARTANBURG",-81.9500,34.9167,244,"WBAN","98761"
"93806","TUSCALOOSA M",-87.6158,33.2119,51,"WBAN","98763"
"93807","WINSTON-SALE",-80.2222,36.1336,296,"WBAN","98764"
"93809","CAIRO WSO CI",-89.1667,37.0000,96,"WBAN","98766"
"93810","CARBONDALE S",-89.2497,37.7797,124,"WBAN","98767"
"93812","CINCINNATI M",-84.4189,39.1033,149,"WBAN","98769"
"93815","DAYTON INTER",-84.2186,39.9061,305,"WBAN","98772"
"93816","EFFINGHAM",-88.5500,39.1500,185,"WBAN","98773"
"93817","EVANSVILLE R",-87.5203,38.0431,122,"WBAN","98774"
"93819","INDIANAPOLIS",-86.2789,39.7317,241,"WBAN","98776"
"93820","LEXINGTON BL",-84.6058,38.0408,299,"WBAN","98777"
"93821","LOUISVILLE S",-85.7392,38.1811,149,"WBAN","98778"
"93822","SPRINGFIELD",-89.6839,39.8447,181,"WBAN","98779"
"93823","TERRE HAUTE",-87.3000,39.4500,175,"WBAN","98780"
"93824","ZANESVILLE M",-81.8922,39.9444,268,"WBAN","98781"
"93825","ADVANCE 1 S",-89.9058,37.0956,110,"WBAN","98782"
"93832","JACKSONVILLE",-81.8833,30.2167,27,"WBAN","98789"
"93836","BRUNSWICK GL",-81.4667,31.2500,9,"WBAN","98793"
"93837","JACKSONVILLE",-81.6667,30.2333,9,"WBAN","98794"
"93839","MEMPHIS NAS",-89.8667,35.3500,90,"WBAN","98796"
"93841","WHITING FIEL",-87.0167,30.7167,54,"WBAN","98798"
"93843","DOTHAN MUNIC",-85.4333,31.2333,98,"WBAN","98800"
"93846","ANDERSON COU",-82.7092,34.4950,232,"WBAN","98803"
"93859","PENSACOLA",-87.2167,30.4167,16,"WBAN","98816"
"93874","GULFPORT-BIL",-89.0808,30.4122,5,"WBAN","98831"
"93890","CINCINNATI A",-84.5167,39.1500,232,"WBAN","98847"
"93891","COLUMBUS",-83.0000,39.9667,221,"WBAN","98848"
"93901","DALLAS HENSL",-96.9667,32.7333,150,"WBAN","98857"
"93909","OLATHE JOHNS",-94.8897,38.8317,331,"WBAN","98865"
"93914","PALESTINE 2",-95.6039,31.7831,142,"WBAN","98870"
"93915","ALEXANDRIA I",-92.5586,31.3347,26,"WBAN","98871"
"93916","MEMPHIS",-90.0500,35.1500,117,"WBAN","98872"
"93917","VICKSBURG",-90.8833,32.3500,90,"WBAN","98873"
"93919","MCCOMB PIKE",-90.4708,31.1828,126,"WBAN","98875"
"93953","MUSKOGEE DAV",-95.3614,35.6567,186,"WBAN","98909"
"93963","ST LOUIS EAD",-90.2000,38.6333,142,"WBAN","98918"
"93967","COFFEYVILLE",-95.5664,37.0911,229,"WBAN","98922"
"93981","SPRINGFIELD",-93.3000,37.2000,404,"WBAN","98936"
"93985","MINERAL WELL",-98.0603,32.7817,283,"WBAN","98940"
"93987","LUFKIN ANGEL",-94.7544,31.2361,88,"WBAN","98942"
"93988","PINE BLUFF G",-91.9347,34.1750,63,"WBAN","98943"
"93989","QUINCY REGIO",-91.1919,39.9369,234,"WBAN","98944"
"93990","HILL CITY MU",-99.8297,39.3756,667,"WBAN","98945"
"93991","WALNUT RIDGE",-90.9333,36.1333,83,"WBAN","98946"
"93992","EL DORADO S",-92.8142,33.2208,77,"WBAN","98947"
"93993","FAYETTEVILLE",-94.1682,36.0103,373,"WBAN","98948"
"93996","FARMINGTON",-90.4000,37.7667,274,"WBAN","98951"
"93997","RUSSELL MUNI",-98.8092,38.8761,566,"WBAN","98952"
"94008","GLASGOW INTL",-106.6214,48.2139,696,"WBAN","98962"
"94010","ST MARIE",-106.5144,48.4089,840,"WBAN","98964"
"94011","MINOT AFB",-101.3500,48.4167,497,"WBAN","98965"
"94012","HAVRE CITY-C",-109.7633,48.5428,788,"WBAN","98966"
"94014","WILLISTON SL",-103.6367,48.1739,580,"WBAN","98968"
"94023","GILLETTE CAM",-105.5419,44.3394,1327,"WBAN","98977"
"94032","CUSTER COUNT",-103.6114,43.7331,1690,"WBAN","98985"
"94037","BUFFALO (ASO",-103.5464,45.6044,916,"WBAN","98990"
"94038","HETTINGER MU",-102.6547,46.0139,824,"WBAN","98991"
"94040","MCCOOK MUNIC",-100.5914,40.2064,780,"WBAN","98993"
"94041","GARRISON ASO",-101.4394,47.6458,582,"WBAN","98994"
"94050","MEEKER AIRPO",-107.8853,40.0489,1948,"WBAN","98998"
"94051","JORDAN AIRPO",-106.9475,47.3258,811,"WBAN","98999"
"94052","MOBRIDGE MUN",-100.4078,45.5464,523,"WBAN","99000"
"94053","TORRINGTON M",-104.1528,42.0647,1282,"WBAN","99001"
"94054","BUFFALO JOHN",-106.7211,44.3814,1514,"WBAN","99002"
"94055","BAKER MUNICI",-104.2500,46.3583,906,"WBAN","99003"
"94057","DOUGLAS CONV",-105.3856,42.7972,1502,"WBAN","99005"
"94103","WALLA WALLA",-118.3333,46.0333,289,"WBAN","99015"
"94107","ROME STATE A",-117.8644,42.5906,1234,"WBAN","99019"
"94119","DEER PARK AI",-117.4214,47.9686,673,"WBAN","99031"
"94128","LOGAN LOGAN-",-111.8533,41.7872,1358,"WBAN","99040"
"94129","PULLMAN MOSC",-117.1086,46.7439,778,"WBAN","99041"
"94143","IDAHO FALLS",-112.9422,43.5317,1505,"WBAN","99055"
"94144","IDAHO FALLS",-112.6833,43.8333,1461,"WBAN","99056"
"94150","MULLAN PASS",-115.7667,47.4667,1093,"WBAN","99061"
"94173","YELLOWSTONE",-110.4211,44.5444,2388,"WBAN","99083"
"94176","SPOKANE FELT",-117.3214,47.6831,595,"WBAN","99086"
"94178","TWIN FALLS S",-114.4869,42.4819,1265,"WBAN","99087"
"94185","BURNS MUNICI",-118.9564,43.5950,1262,"WBAN","99092"
"94194","REXBURG MADI",-111.8044,43.8339,1481,"WBAN","99100"
"94197","OMAK AIRPORT",-119.5228,48.4567,397,"WBAN","99103"
"94224","ASTORIA REGI",-123.8819,46.1567,3,"WBAN","99129"
"94225","HOQUIAM BOWE",-123.9303,46.9728,4,"WBAN","99130"
"94236","KLAMATH FALL",-121.7242,42.1469,1245,"WBAN","99141"
"94239","WENATCHEE PA",-120.2014,47.3978,375,"WBAN","99144"
"94240","QUILLAYUTE S",-124.5550,47.9375,56,"WBAN","99145"
"94248","RENTON MUNIC",-122.2144,47.4933,9,"WBAN","99153"
"94261","PORTLAND-HIL",-122.9486,45.5406,62,"WBAN","99164"
"94266","PORT ANGELES",-123.4983,48.1203,88,"WBAN","99168"
"94273","MCMINNVILLE",-123.1339,45.1947,48,"WBAN","99170"
"94274","TACOMA NARRO",-122.5761,47.2675,89,"WBAN","99171"
"94276","FRIDAY HARBO",-123.0231,48.5222,33,"WBAN","99172"
"94281","AURORA STATE",-122.7686,45.2486,60,"WBAN","99177"
"94290","SEATTLE SAND",-122.2553,47.6872,18,"WBAN","99183"
"94298","VANCOUVER PE",-122.6572,45.6208,9,"WBAN","99184"
"94299","ALTURAS MUNI",-120.5644,41.4914,1334,"WBAN","99185"
"94623","WISCASSET AI",-69.7117,43.9636,21,"WBAN","99208"
"94624","CHATHAM MUNI",-69.9933,41.6875,21,"WBAN","99209"
"94626","GREENVILLE M",-69.5958,45.4620,315,"WBAN","99210"
"94700","BERLIN MUNIC",-71.1786,44.5761,353,"WBAN","99215"
"94702","BRIDGEPORT S",-73.1289,41.1583,2,"WBAN","99217"
"94705","BARRE MONTPE",-72.5794,44.2033,343,"WBAN","99220"
"94720","HYANNIS BARN",-70.2800,41.6686,17,"WBAN","99235"
"94723","LAWRENCE MUN",-71.1239,42.7172,45,"WBAN","99238"
"94724","VINEYARD HAV",-70.6150,41.3931,21,"WBAN","99239"
"94725","MASSENA INTL",-74.8456,44.9358,65,"WBAN","99240"
"94726","NEW BEDFORD",-70.9583,41.6764,24,"WBAN","99241"
"94728","NEW YORK CEN",-73.9669,40.7889,40,"WBAN","99243"
"94732","PHILADELPHIA",-75.0111,40.0819,30,"WBAN","99247"
"94740","SARANAC LAKE",-74.2067,44.3853,507,"WBAN","99255"
"94741","TETERBORO AI",-74.0614,40.8500,3,"WBAN","99256"
"94745","WHITE PLAINS",-73.7075,41.0669,116,"WBAN","99260"
"94746","WORCESTER RE",-71.8761,42.2672,301,"WBAN","99261"
"94765","LEBANON MUNI",-72.3047,43.6264,181,"WBAN","99278"
"94789","NEW YORK J F",-73.7622,40.6386,3,"WBAN","99301"
"94790","WATERTOWN IN",-76.0217,43.9922,98,"WBAN","99302"
"94793","BLOCK ISLAND",-71.5833,41.1667,34,"WBAN","99305"
"94794","UTICA ONEIDA",-75.3839,43.1450,217,"WBAN","99306"
"94814","HOUGHTON LAK",-84.6739,44.3592,351,"WBAN","99325"
"94817","PONTIAC OAKL",-83.4181,42.6650,297,"WBAN","99328"
"94818","RACINE BATTE",-87.8136,42.7611,205,"WBAN","99329"
"94823","PITTSBURGH I",-80.2311,40.5014,351,"WBAN","99334"
"94824","KINCHELOE AF",-84.4667,46.2500,262,"WBAN","99335"
"94833","PERU GRISSOM",-86.1500,40.6500,251,"WBAN","99344"
"94836","GWINN K I SA",-87.4000,46.3500,378,"WBAN","99347"
"94846","CHICAGO OHAR",-87.9336,41.9950,201,"WBAN","99357"
"94847","DETROIT METR",-83.3308,42.2314,192,"WBAN","99358"
"94849","ALPENA COUNT",-83.5644,45.0717,208,"WBAN","99360"
"94850","MARQUETTE WS",-87.5492,46.5314,431,"WBAN","99361"
"94855","OSHKOSH WITT",-88.5569,43.9844,238,"WBAN","99366"
"94860","GRAND RAPIDS",-85.5239,42.8825,245,"WBAN","99371"
"94870","CHAMPAIGN/UR",-88.2778,40.0397,230,"WBAN","99381"
"94871","BENTON HARBO",-86.4222,42.1292,191,"WBAN","99382"
"94889","ANN ARBOR MU",-83.7444,42.2228,256,"WBAN","99400"
"94892","CHICAGO/WEST",-88.2464,41.9144,230,"WBAN","99403"
"94893","IRON MOUNTAI",-88.1144,45.8183,350,"WBAN","99404"
"94895","MUNCIE DELAW",-85.3936,40.2342,286,"WBAN","99406"
"94898","PORT HOPE",-82.7931,44.0219,180,"WBAN","99409"
"94899","COPPER HARBO",-87.8833,47.4667,191,"WBAN","99410"
"94908","DUBUQUE REGI",-90.7036,42.3978,322,"WBAN","99418"
"94910","WATERLOO MUN",-92.4011,42.5544,265,"WBAN","99420"
"94911","YANKTON 2 E",-97.3633,42.8783,360,"WBAN","99421"
"94918","OMAHA WSFO",-96.0167,41.3667,399,"WBAN","99427"
"94925","GRAND FORKS",-97.4000,47.9667,276,"WBAN","99434"
"94931","HIBBING CHIS",-92.8389,47.3867,411,"WBAN","99440"
"94938","BRAINERD CRO",-94.1308,46.4047,372,"WBAN","99446"
"94943","CHAMBERLAIN",-99.3183,43.7667,519,"WBAN","99451"
"94946","BROKEN BOW M",-99.6333,41.4333,771,"WBAN","99454"
"94949","HASTINGS MUN",-98.4272,40.6044,591,"WBAN","99457"
"94950","MITCHELL MUN",-98.0333,43.7667,397,"WBAN","99458"
"94957","FALLS CITY B",-95.5919,40.0789,299,"WBAN","99465"
"94958","ORD EVELYN S",-98.9517,41.6236,631,"WBAN","99466"
"94960","MINNEAPOLIS",-93.3508,45.0625,272,"WBAN","99468"
"94961","BAUDETTE INT",-94.6000,48.7167,330,"WBAN","99469"
"94963","MINNEAPOLIS",-93.4569,44.8272,288,"WBAN","99471"
"94967","PARK RAPIDS",-95.0678,46.9006,437,"WBAN","99475"
"94971","ESTHERVILLE",-94.7461,43.4075,401,"WBAN","99479"
"94973","HAYWARD MUNI",-91.4442,46.0261,367,"WBAN","99481"
"94978","TEKAMAH MUNI",-96.1778,41.7636,313,"WBAN","99486"
"94982","DAVENPORT MU",-90.5914,41.6139,229,"WBAN","99488"
"94985","MARSHFIELD M",-90.1875,44.6381,383,"WBAN","99490"
"94988","MARSHALLTOWN",-92.9175,42.1128,297,"WBAN","99491"
"94989","AMES MUNICIP",-93.6217,41.9922,283,"WBAN","99492"
"94990","WINNER WILEY",-99.8422,43.3906,619,"WBAN","99493"
"94991","LAMONI MUNIC",-93.9019,40.6331,345,"WBAN","99494"
"94992","GRAND MARAIS",-90.3444,47.7472,186,"WBAN","99495"
"94993","SISSETON MUN",-96.9914,45.6689,354,"WBAN","99496"
"94994","BOSCOBEL AIR",-90.6775,43.1561,205,"WBAN","99497"
"468191","SISSONVILLE",-81.6453,38.5167,187,"COOP","99527"
"056263","PAGOSA SPRIN",-107.1194,37.3114,2370,"COOP","99538"
"416147","MUNDAY 1W",-99.6364,33.4500,453,"COOP","99541"
"426405","OGDEN NE BEN",-111.9369,41.2458,1394,"COOP","99543"
"CO-LR-140","WEL 4.8 NW",-105.0833,40.7385,1627,"COCORAHS","99544"
"CO-EP-24","BLACK FOREST",-104.6904,38.9831,2208,"COCORAHS","99550"
"MD-AA-4","SEVERN 2.0 W",-76.7280,39.1321,68,"COCORAHS","99551"
"MT-FL-3","BAKER 24.7 S",-104.0838,46.0309,954,"COCORAHS","99560"
"KS-ME-2","MEADE 12 NW",-100.4910,37.4150,834,"COCORAHS","99565"
"NV-WH-3","RENO 10.0 S",-119.7900,39.3954,1554,"COCORAHS","99573"
"NM-ED-23","CARLSBAD 2.1",-104.2540,32.4309,963,"COCORAHS","99578"
"TN-MG-1","HARRIMAN 4.1",-84.5473,35.9910,332,"COCORAHS","99584"
"KS-PR-2","PRESTON 3.2",-98.6112,37.7680,573,"COCORAHS","99586"
"NV-WH-11","RENO 2.4 SSW",-119.8442,39.5084,1394,"COCORAHS","99590"
"NM-DA-37","MESILLA 2.2",-106.8411,32.2583,1229,"COCORAHS","99598"
"CO-MT-13","MONTROSE 1.2",-107.8911,38.4709,1794,"COCORAHS","99608"
"CO-MT-9","MONTROSE 4.0",-107.9217,38.5253,1746,"COCORAHS","99617"
"NM-DA-48","LAS CRUCES 0",-106.7411,32.3332,1288,"COCORAHS","99625"
"KS-FO-13","DODGE CITY 1",-100.0121,37.7858,782,"COCORAHS","99627"
"KS-HM-3","SYRACUSE 14.",-101.8346,37.7833,1020,"COCORAHS","99630"
"TN-CM-5","CROSSVILLE 5",-85.0271,36.0252,555,"COCORAHS","99633"
"CO-LR-61","MASONVILLE 3",-105.2564,40.5205,1768,"COCORAHS","99640"
"CO-KW-4","EADS .45 E",-102.7735,38.4797,1283,"COCORAHS","99641"
"CO-DG-79","PARKER 3.6 E",-104.6967,39.5025,1896,"COCORAHS","99649"
"CO-LR-555","LIVERMORE 8.",-105.4052,40.7335,2140,"COCORAHS","99650"
"NM-LU-25","DEMING 5.5 S",-107.8024,32.1950,1318,"COCORAHS","99655"
"CO-FM-11","CANON CITY 1",-105.2363,38.4777,1678,"COCORAHS","99667"
"WI-LN-2","MERRILL 7.0",-89.8482,45.1775,428,"COCORAHS","99671"
"CO-PK-39","LAKE GEORGE",-105.4940,39.0205,2743,"COCORAHS","99673"
"NV-CK-13","MESQUITE 1.6",-114.0827,36.8150,144,"COCORAHS","99675"
"CO-LA-13","BONCARBO 1.5",-104.7258,37.2120,2208,"COCORAHS","99691"
"NM-DA-112","LAS CRUCES 6",-106.7824,32.3956,1278,"COCORAHS","99700"
"IL-CN-4","EDINBURG 3.0",-89.4452,39.6509,173,"COCORAHS","99718"
"NM-TR-1","MOUNTAINAIR",-106.2423,34.5061,2012,"COCORAHS","99724"
"CO-SM-4","NORWOOD 4.1",-108.2216,38.0888,2347,"COCORAHS","99732"
"CO-LR-495","LOVELAND 4.3",-105.1390,40.3833,1548,"COCORAHS","99738"
"IL-CK-64","HOMEWOOD 0.1",-87.6594,41.5577,196,"COCORAHS","99740"
"TX-DN-1","SHADY SHORES",-97.0532,33.2191,169,"COCORAHS","99741"
"NV-WH-2","RENO 1.4 NNE",-119.8144,39.5573,1494,"COCORAHS","99742"
"WY-NT-9","CASPER 2.7 N",-106.3109,42.8692,1601,"COCORAHS","99746"
"KS-WS-5","WASHINGTON 7",-97.0125,39.9181,398,"COCORAHS","99770"
"CO-HF-24","WALSENBURG 1",-104.7953,37.6299,1918,"COCORAHS","99792"
"CO-JF-81","CONIFER 3.9",-105.2434,39.4839,2560,"COCORAHS","99802"
"CO-EG-6","BASALT 5.8 E",-106.9249,39.3793,2184,"COCORAHS","99821"
"PA-CN-5","STATE COLLEG",-77.8954,40.8162,376,"COCORAHS","99834"
"IL-SC-3","BELLEVILLE 2",-89.9711,38.5096,158,"COCORAHS","99846"
"NM-DA-11","DONA ANA 0.7",-106.8076,32.3829,1208,"COCORAHS","99852"
"CO-JF-40","GOLDEN 0.7 N",-105.2297,39.7611,1762,"COCORAHS","99867"
"CO-MT-6","MONTROSE 3.9",-107.9469,38.4912,1770,"COCORAHS","99872"
"MO-NW-4","SHOAL CREEK",-94.4925,37.0169,301,"COCORAHS","99877"
"MD-AA-1","BIRDSVILLE 0",-76.5965,38.8978,46,"COCORAHS","99880"
"CO-RT-22","CLARK 0.7 NW",-106.9290,40.7078,2201,"COCORAHS","99887"
"CO-MT-15","MONTROSE 2.9",-107.8225,38.4633,1842,"COCORAHS","99891"
"PA-PH-4","PHILADELPHIA",-75.0770,40.0586,45,"COCORAHS","99909"
"MO-JC-1","UNITY VILLAG",-94.3559,38.9388,287,"COCORAHS","99917"
"TN-RN-4","HARRIMAN 4.5",-84.6149,35.8843,230,"COCORAHS","99919"
"NV-WH-31","SPARKS 1.7 E",-119.7052,39.5480,1343,"COCORAHS","99937"
"KS-NS-5","UTICA 5.9 SS",-100.2294,38.5716,770,"COCORAHS","99941"
"NV-NY-2","PAHRUMP 6.3",-115.9844,36.1656,805,"COCORAHS","99953"
"WI-OC-1","MOUNTAIN 1.1",-88.4899,45.1724,294,"COCORAHS","99961"
"NM-OT-51","TULAROSA 1.0",-106.0017,33.0767,1394,"COCORAHS","99965"
"MT-RC-1","SAVAGE 1.0 S",-104.3454,47.4450,605,"COCORAHS","99977"
"CO-BO-57","NEDERLAND 5.",-105.3968,39.9714,2402,"COCORAHS","99982"
"MO-WB-5","MARSHFIELD 3",-92.8988,37.2881,469,"COCORAHS","99986"
"TN-GR-1","WASHBURN 1.3",-83.6714,36.2329,403,"COCORAHS","99987"
"TX-BXR-11","HILL COUNTRY",-98.4775,29.5728,275,"COCORAHS","100000"
